cluster_id,asset_id,distinct_alarm_count,total_events,alarms_in_cluster,start_time,end_time
782,P-0100,2,2,"P-0100.VI_HI,P-0100.II_HI",2025-05-22 03:47:57,2025-05-22 04:02:35
783,P-0100,2,2,"P-0100.SI_LO,P-0100.TI_HI",2025-05-22 10:01:29,2025-05-22 10:24:07
784,P-0100,2,2,"P-0100.PDI_HI,P-0100.TI_HI",2025-05-22 11:10:19,2025-05-22 11:15:22
785,P-0100,3,4,"P-0100.TI_HI,P-0100.VI_HI,P-0100.SI_LO",2025-05-22 13:51:40,2025-05-22 14:37:39
786,P-0100,2,2,"P-0100.VI_HI,P-0100.PI_LO",2025-05-22 15:54:54,2025-05-22 16:07:40
787,P-0100,2,2,"P-0100.VI_HI,P-0100.TI_HI",2025-05-23 13:49:47,2025-05-23 14:17:07
788,P-0100,2,2,"P-0100.VI_HI,P-0100.PI_HI",2025-05-24 15:17:50,2025-05-24 15:29:14
789,P-0100,2,2,"P-0100.PDI_HI,P-0100.VI_HI",2025-05-25 14:17:09,2025-05-25 14:45:14
790,P-0100,2,3,"P-0100.TI_HI,P-0100.VI_HI",2025-05-25 15:57:33,2025-05-25 16:22:34
791,P-0100,2,2,"P-0100.II_HI,P-0100.PI_HI",2025-05-25 18:20:33,2025-05-25 18:20:36
792,P-0100,3,3,"P-0100.II_HI,P-0100.TI_HI,P-0100.VI_HI",2025-05-26 10:42:03,2025-05-26 11:05:51
793,P-0100,2,2,"P-0100.II_HI,P-0100.PDI_HI",2025-05-26 14:22:50,2025-05-26 14:32:19
794,P-0100,2,2,"P-0100.TI_HI,P-0100.PDI_HI",2025-05-27 10:28:49,2025-05-27 10:55:03
795,P-0100,2,2,"P-0100.VI_HI,P-0100.FI_LO",2025-05-28 10:26:51,2025-05-28 10:55:10
796,P-0100,2,2,"P-0100.TI_HI,P-0100.VI_HI",2025-05-28 16:56:24,2025-05-28 17:04:04
797,P-0100,2,2,"P-0100.VI_HI,P-0100.SI_LO",2025-05-29 09:02:24,2025-05-29 09:04:07
798,P-0100,2,2,"P-0100.VI_HI,P-0100.PI_LO",2025-05-29 09:38:52,2025-05-29 09:39:38
799,P-0100,4,4,"P-0100.SI_LO,P-0100.FI_LO,P-0100.II_HI,P-0100.TI_HI",2025-05-29 13:20:22,2025-05-29 14:14:03
800,P-0100,4,6,"P-0100.PDI_HI,P-0100.VI_HI,P-0100.TI_HI,P-0100.II_HI",2025-05-29 15:32:45,2025-05-29 16:33:10
801,P-0100,2,2,"P-0100.PI_LO,P-0100.FI_LO",2025-05-29 18:04:35,2025-05-29 18:12:47
802,P-0100,2,2,"P-0100.TI_HI,P-0100.VI_HI",2025-05-30 09:30:29,2025-05-30 09:52:51
803,P-0100,2,2,"P-0100.VI_HI,P-0100.TI_HI",2025-05-31 14:11:33,2025-05-31 14:25:30
804,P-0100,2,2,"P-0100.FI_LO,P-0100.TI_HI",2025-06-01 08:41:25,2025-06-01 08:47:46
805,P-0100,3,3,"P-0100.TI_HI,P-0100.PI_LO,P-0100.VI_HI",2025-06-01 13:27:45,2025-06-01 13:36:15
806,P-0100,2,2,"P-0100.FI_LO,P-0100.VI_HI",2025-06-01 15:11:19,2025-06-01 15:13:03
807,P-0100,2,2,"P-0100.TI_HI,P-0100.II_HI",2025-06-01 16:46:03,2025-06-01 16:47:31
808,P-0100,2,2,"P-0100.VI_HI,P-0100.II_HI",2025-06-02 13:01:16,2025-06-02 13:13:05
809,P-0100,2,4,"P-0100.VI_HI,P-0100.TI_HI",2025-06-02 13:49:52,2025-06-02 14:41:20
810,P-0100,2,2,"P-0100.PI_LO,P-0100.TI_HI",2025-06-02 15:17:49,2025-06-02 15:23:54
811,P-0100,3,4,"P-0100.SI_LO,P-0100.VI_HI,P-0100.TI_HI",2025-06-04 13:39:44,2025-06-04 13:53:00
812,P-0100,3,5,"P-0100.VI_HI,P-0100.TI_HI,P-0100.PDI_HI",2025-06-04 14:48:25,2025-06-04 15:47:11
813,P-0100,2,2,"P-0100.VI_HI,P-0100.TI_HI",2025-06-05 09:40:36,2025-06-05 10:05:49
814,P-0100,3,3,"P-0100.VI_HI,P-0100.TI_HI,P-0100.PDI_HI",2025-06-05 11:30:56,2025-06-05 11:46:39
815,P-0100,4,4,"P-0100.SI_LO,P-0100.TI_HI,P-0100.VI_HI,P-0100.PI_HI",2025-06-05 13:49:31,2025-06-05 14:06:07
816,P-0100,2,2,"P-0100.VI_HI,P-0100.TI_HI",2025-06-06 07:09:03,2025-06-06 07:19:17
817,P-0100,2,2,"P-0100.VI_HI,P-0100.PI_HI",2025-06-06 14:45:58,2025-06-06 15:09:27
818,P-0100,2,2,"P-0100.VI_HI,P-0100.PI_LO",2025-06-07 05:27:14,2025-06-07 05:31:48
819,P-0100,2,2,"P-0100.VI_HI,P-0100.TI_HI",2025-06-07 13:13:23,2025-06-07 13:14:51
820,P-0100,2,2,"P-0100.FI_LO,P-0100.TI_HI",2025-06-08 09:14:19,2025-06-08 09:19:19
821,P-0100,2,3,"P-0100.TI_HI,P-0100.VI_HI",2025-06-08 10:12:41,2025-06-08 10:57:13
822,P-0100,2,2,"P-0100.VI_HI,P-0100.TI_HI",2025-06-09 11:31:50,2025-06-09 11:37:38
823,P-0100,2,2,"P-0100.TI_HI,P-0100.PI_HI",2025-06-09 18:22:17,2025-06-09 18:27:58
824,P-0100,2,2,"P-0100.VI_HI,P-0100.TI_HI",2025-06-09 19:16:37,2025-06-09 19:36:17
825,P-0100,2,3,"P-0100.TI_HI,P-0100.VI_HI",2025-06-10 12:46:10,2025-06-10 13:14:49
826,P-0100,2,2,"P-0100.TI_HI,P-0100.SI_LO",2025-06-10 16:13:21,2025-06-10 16:24:54
827,P-0100,2,3,"P-0100.VI_HI,P-0100.TI_HI",2025-06-11 11:33:19,2025-06-11 11:55:07
828,P-0100,3,6,"P-0100.VI_HI,P-0100.TI_HI,P-0100.PI_HI",2025-06-12 06:55:13,2025-06-12 08:35:39
829,P-0100,2,3,"P-0100.TI_HI,P-0100.VI_HI",2025-06-12 10:39:08,2025-06-12 11:03:57
830,P-0100,2,2,"P-0100.TI_HI,P-0100.VI_HI",2025-06-12 17:45:32,2025-06-12 18:14:21
831,P-0100,2,2,"P-0100.VI_HI,P-0100.PDI_HI",2025-06-13 10:02:31,2025-06-13 10:17:42
832,P-0100,2,3,"P-0100.TI_HI,P-0100.VI_HI",2025-06-13 15:26:09,2025-06-13 15:54:33
833,P-0100,2,2,"P-0100.PI_HI,P-0100.TI_HI",2025-06-13 19:06:34,2025-06-13 19:33:38
834,P-0100,3,3,"P-0100.VI_HI,P-0100.TI_HI,P-0100.PDI_HI",2025-06-14 07:16:32,2025-06-14 07:49:36
835,P-0100,2,3,"P-0100.VI_HI,P-0100.TI_HI",2025-06-14 09:27:19,2025-06-14 09:49:42
836,P-0100,3,3,"P-0100.FI_LO,P-0100.TI_HI,P-0100.VI_HI",2025-06-14 14:06:06,2025-06-14 14:36:38
837,P-0100,2,2,"P-0100.TI_HI,P-0100.VI_HI",2025-06-15 06:20:04,2025-06-15 06:41:19
838,P-0100,2,3,"P-0100.II_HI,P-0100.TI_HI",2025-06-16 09:19:08,2025-06-16 09:33:29
839,P-0100,3,3,"P-0100.TI_HI,P-0100.II_HI,P-0100.VI_HI",2025-06-16 12:28:35,2025-06-16 13:09:07
840,P-0100,2,2,"P-0100.FI_LO,P-0100.TI_HI",2025-06-16 15:22:06,2025-06-16 15:24:22
841,P-0100,2,2,"P-0100.VI_HI,P-0100.TI_HI",2025-06-17 12:27:29,2025-06-17 12:38:42
842,P-0100,2,2,"P-0100.TI_HI,P-0100.VI_HI",2025-06-17 15:24:03,2025-06-17 15:46:14
843,P-0100,2,2,"P-0100.PDI_HI,P-0100.TI_HI",2025-06-17 17:36:08,2025-06-17 17:55:45
844,P-0100,2,2,"P-0100.VI_HI,P-0100.TI_HI",2025-06-18 10:24:33,2025-06-18 10:40:20
845,P-0100,2,2,"P-0100.TI_HI,P-0100.SI_LO",2025-06-18 11:56:29,2025-06-18 12:01:19
846,P-0100,2,3,"P-0100.TI_HI,P-0100.VI_HI",2025-06-18 15:58:14,2025-06-18 16:00:15
847,P-0100,2,2,"P-0100.VI_HI,P-0100.FI_LO",2025-06-18 17:08:35,2025-06-18 17:28:45
848,P-0100,2,2,"P-0100.VI_HI,P-0100.SI_LO",2025-06-19 05:01:34,2025-06-19 05:01:43
849,P-0100,3,3,"P-0100.VI_HI,P-0100.TI_HI,P-0100.PI_HI",2025-06-19 12:14:20,2025-06-19 12:35:23
850,P-0100,2,2,"P-0100.TI_HI,P-0100.FI_LO",2025-06-19 20:37:18,2025-06-19 20:43:21
851,P-0100,2,3,"P-0100.TI_HI,P-0100.VI_HI",2025-06-20 17:16:22,2025-06-20 17:24:05
852,P-0100,3,3,"P-0100.FI_LO,P-0100.PDI_HI,P-0100.PI_HI",2025-06-20 23:25:57,2025-06-20 23:54:18
853,P-0100,3,3,"P-0100.PI_LO,P-0100.VI_HI,P-0100.II_HI",2025-06-21 07:06:11,2025-06-21 07:18:09
854,P-0100,3,3,"P-0100.FI_LO,P-0100.PI_HI,P-0100.TI_HI",2025-06-21 11:44:19,2025-06-21 11:51:08
855,P-0100,2,2,"P-0100.SI_LO,P-0100.TI_HI",2025-06-22 07:31:25,2025-06-22 07:39:38
856,P-0100,2,2,"P-0100.VI_HI,P-0100.TI_HI",2025-06-22 10:47:14,2025-06-22 11:08:53
857,P-0100,3,3,"P-0100.TI_HI,P-0100.PDI_HI,P-0100.PI_LO",2025-06-22 19:02:33,2025-06-22 19:46:23
858,P-0100,3,4,"P-0100.TI_HI,P-0100.PI_HI,P-0100.II_HI",2025-06-23 13:41:02,2025-06-23 14:18:54
859,P-0100,2,4,"P-0100.TI_HI,P-0100.VI_HI",2025-06-23 16:40:37,2025-06-23 17:20:20
860,P-0100,2,2,"P-0100.PI_LO,P-0100.TI_HI",2025-06-24 12:15:35,2025-06-24 12:15:39
861,P-0100,2,2,"P-0100.TI_HI,P-0100.PI_LO",2025-06-24 14:16:53,2025-06-24 14:37:42
862,P-0100,2,2,"P-0100.TI_HI,P-0100.FI_LO",2025-06-25 06:24:30,2025-06-25 06:28:21
863,P-0100,2,2,"P-0100.VI_HI,P-0100.TI_HI",2025-06-25 08:29:55,2025-06-25 08:53:53
864,P-0100,2,2,"P-0100.PDI_HI,P-0100.TI_HI",2025-06-26 06:18:17,2025-06-26 06:34:00
865,P-0100,2,2,"P-0100.VI_HI,P-0100.PI_LO",2025-06-26 07:45:15,2025-06-26 08:03:21
866,P-0100,2,2,"P-0100.VI_HI,P-0100.PI_HI",2025-06-26 13:02:27,2025-06-26 13:12:50
867,P-0100,2,3,"P-0100.FI_LO,P-0100.VI_HI",2025-06-26 15:41:24,2025-06-26 15:55:53
868,P-0100,4,4,"P-0100.II_HI,P-0100.FI_LO,P-0100.SI_LO,P-0100.PI_HI",2025-06-26 22:50:49,2025-06-26 23:33:14
869,P-0100,2,2,"P-0100.FI_LO,P-0100.VI_HI",2025-06-28 09:22:02,2025-06-28 09:50:00
870,P-0100,2,3,"P-0100.VI_HI,P-0100.TI_HI",2025-06-28 10:46:58,2025-06-28 11:23:43
871,P-0100,2,3,"P-0100.VI_HI,P-0100.TI_HI",2025-06-28 13:48:16,2025-06-28 14:03:32
872,P-0100,2,2,"P-0100.FI_LO,P-0100.TI_HI",2025-06-29 08:13:35,2025-06-29 08:24:01
873,P-0100,2,4,"P-0100.TI_HI,P-0100.VI_HI",2025-06-29 10:28:45,2025-06-29 11:09:33
874,P-0100,2,3,"P-0100.VI_HI,P-0100.FI_LO",2025-06-29 13:05:16,2025-06-29 13:19:53
875,P-0100,3,5,"P-0100.PDI_HI,P-0100.II_HI,P-0100.VI_HI",2025-07-01 12:21:58,2025-07-01 13:05:48
876,P-0100,2,2,"P-0100.PI_HI,P-0100.VI_HI",2025-07-01 14:24:56,2025-07-01 14:29:18
877,P-0100,2,4,"P-0100.VI_HI,P-0100.FI_LO",2025-07-01 16:26:33,2025-07-01 17:07:40
878,P-0100,2,3,"P-0100.VI_HI,P-0100.TI_HI",2025-07-02 13:10:38,2025-07-02 13:33:44
879,P-0100,4,5,"P-0100.II_HI,P-0100.VI_HI,P-0100.TI_HI,P-0100.PDI_HI",2025-07-02 16:02:13,2025-07-02 16:47:06
880,P-0100,2,2,"P-0100.FI_LO,P-0100.TI_HI",2025-07-03 08:28:08,2025-07-03 08:33:00
881,P-0100,3,3,"P-0100.TI_HI,P-0100.PDI_HI,P-0100.PI_HI",2025-07-03 09:09:05,2025-07-03 09:18:40
882,P-0100,2,3,"P-0100.TI_HI,P-0100.SI_LO",2025-07-03 10:42:32,2025-07-03 11:14:59
883,P-0100,2,2,"P-0100.PI_HI,P-0100.VI_HI",2025-07-03 14:12:16,2025-07-03 14:21:51
884,P-0100,2,2,"P-0100.VI_HI,P-0100.PI_HI",2025-07-03 18:44:32,2025-07-03 19:04:56
885,P-0100,3,5,"P-0100.VI_HI,P-0100.TI_HI,P-0100.SI_LO",2025-07-04 13:17:26,2025-07-04 14:19:18
886,P-0100,2,3,"P-0100.VI_HI,P-0100.TI_HI",2025-07-04 16:29:38,2025-07-04 16:54:25
887,P-0100,2,2,"P-0100.TI_HI,P-0100.VI_HI",2025-07-05 03:48:25,2025-07-05 04:17:43
888,P-0100,2,2,"P-0100.VI_HI,P-0100.TI_HI",2025-07-05 11:06:32,2025-07-05 11:34:26
889,P-0100,2,3,"P-0100.SI_LO,P-0100.TI_HI",2025-07-05 13:11:25,2025-07-05 13:56:33
890,P-0100,2,2,"P-0100.TI_HI,P-0100.VI_HI",2025-07-06 12:43:07,2025-07-06 12:51:32
891,P-0100,2,2,"P-0100.VI_HI,P-0100.II_HI",2025-07-06 16:42:42,2025-07-06 17:02:52
892,P-0100,2,2,"P-0100.VI_HI,P-0100.TI_HI",2025-07-07 04:30:06,2025-07-07 04:54:15
893,P-0100,2,4,"P-0100.TI_HI,P-0100.VI_HI",2025-07-07 10:17:27,2025-07-07 10:53:34
894,P-0100,3,3,"P-0100.SI_LO,P-0100.VI_HI,P-0100.TI_HI",2025-07-08 07:26:35,2025-07-08 08:14:08
895,P-0100,3,4,"P-0100.VI_HI,P-0100.II_HI,P-0100.PDI_HI",2025-07-08 12:28:07,2025-07-08 13:10:45
896,P-0100,2,3,"P-0100.TI_HI,P-0100.VI_HI",2025-07-08 13:43:21,2025-07-08 14:11:06
897,P-0100,2,2,"P-0100.VI_HI,P-0100.PDI_HI",2025-07-09 08:01:39,2025-07-09 08:27:51
898,P-0100,2,3,"P-0100.TI_HI,P-0100.VI_HI",2025-07-09 12:03:02,2025-07-09 12:34:52
899,P-0100,2,2,"P-0100.VI_HI,P-0100.PDI_HI",2025-07-09 13:33:39,2025-07-09 13:38:21
900,P-0100,2,4,"P-0100.TI_HI,P-0100.SI_LO",2025-07-09 14:20:16,2025-07-09 15:27:45
901,P-0100,2,2,"P-0100.TI_HI,P-0100.VI_HI",2025-07-10 07:03:43,2025-07-10 07:05:38
902,P-0100,2,2,"P-0100.FI_LO,P-0100.PDI_HI",2025-07-10 11:50:30,2025-07-10 12:10:41
903,P-0100,2,2,"P-0100.VI_HI,P-0100.TI_HI",2025-07-10 13:05:07,2025-07-10 13:17:18
904,P-0100,2,2,"P-0100.VI_HI,P-0100.TI_HI",2025-07-10 14:39:49,2025-07-10 14:48:44
905,P-0100,2,2,"P-0100.VI_HI,P-0100.TI_HI",2025-07-10 17:38:14,2025-07-10 17:41:23
906,P-0100,2,2,"P-0100.VI_HI,P-0100.TI_HI",2025-07-10 18:34:45,2025-07-10 18:49:19
907,P-0100,2,2,"P-0100.PDI_HI,P-0100.VI_HI",2025-07-11 09:29:56,2025-07-11 09:32:01
908,P-0100,4,8,"P-0100.PI_LO,P-0100.VI_HI,P-0100.PDI_HI,P-0100.TI_HI",2025-07-11 11:57:09,2025-07-11 13:44:20
909,P-0100,3,3,"P-0100.SI_LO,P-0100.VI_HI,P-0100.TI_HI",2025-07-11 14:16:54,2025-07-11 14:34:45
910,P-0100,2,2,"P-0100.PI_LO,P-0100.VI_HI",2025-07-11 15:15:47,2025-07-11 15:25:03
911,P-0100,4,8,"P-0100.PI_HI,P-0100.VI_HI,P-0100.TI_HI,P-0100.FI_LO",2025-07-12 12:47:07,2025-07-12 14:36:18
912,P-0100,2,2,"P-0100.VI_HI,P-0100.TI_HI",2025-07-12 17:52:54,2025-07-12 18:03:56
913,P-0100,2,2,"P-0100.TI_HI,P-0100.II_HI",2025-07-13 04:30:43,2025-07-13 04:35:00
914,P-0100,3,3,"P-0100.TI_HI,P-0100.PDI_HI,P-0100.VI_HI",2025-07-13 10:49:43,2025-07-13 11:25:51
915,P-0100,2,3,"P-0100.VI_HI,P-0100.TI_HI",2025-07-13 13:28:16,2025-07-13 13:37:36
916,P-0100,2,2,"P-0100.TI_HI,P-0100.SI_LO",2025-07-13 21:57:59,2025-07-13 22:02:36
917,P-0100,2,2,"P-0100.TI_HI,P-0100.VI_HI",2025-07-14 08:26:15,2025-07-14 08:54:56
918,P-0100,4,6,"P-0100.PI_HI,P-0100.VI_HI,P-0100.PDI_HI,P-0100.TI_HI",2025-07-14 09:37:21,2025-07-14 10:52:24
919,P-0100,2,2,"P-0100.VI_HI,P-0100.FI_LO",2025-07-14 12:18:06,2025-07-14 12:21:06
920,P-0100,2,2,"P-0100.TI_HI,P-0100.VI_HI",2025-07-14 18:19:02,2025-07-14 18:43:07
921,P-0100,2,4,"P-0100.VI_HI,P-0100.PI_LO",2025-07-15 11:15:50,2025-07-15 11:53:28
922,P-0100,2,2,"P-0100.FI_LO,P-0100.VI_HI",2025-07-15 14:30:22,2025-07-15 14:38:16
923,P-0100,3,4,"P-0100.TI_HI,P-0100.FI_LO,P-0100.VI_HI",2025-07-16 08:11:28,2025-07-16 09:12:01
924,P-0100,2,2,"P-0100.VI_HI,P-0100.II_HI",2025-07-16 10:57:37,2025-07-16 11:26:46
925,P-0100,2,2,"P-0100.TI_HI,P-0100.PI_LO",2025-07-16 19:48:11,2025-07-16 19:52:43
926,P-0100,2,2,"P-0100.VI_HI,P-0100.TI_HI",2025-07-17 07:15:53,2025-07-17 07:24:43
927,P-0100,2,2,"P-0100.FI_LO,P-0100.VI_HI",2025-07-17 15:34:40,2025-07-17 15:54:58
928,P-0100,3,6,"P-0100.TI_HI,P-0100.PI_LO,P-0100.VI_HI",2025-07-18 12:46:12,2025-07-18 13:42:08
929,P-0100,3,3,"P-0100.PI_HI,P-0100.TI_HI,P-0100.VI_HI",2025-07-18 17:22:26,2025-07-18 17:55:37
930,P-0100,2,2,"P-0100.TI_HI,P-0100.II_HI",2025-07-18 23:19:52,2025-07-18 23:34:37
931,P-0100,2,2,"P-0100.VI_HI,P-0100.TI_HI",2025-07-19 06:21:28,2025-07-19 06:46:35
932,P-0100,2,2,"P-0100.PI_HI,P-0100.VI_HI",2025-07-19 08:35:19,2025-07-19 08:45:29
933,P-0100,2,2,"P-0100.PI_LO,P-0100.TI_HI",2025-07-19 10:45:33,2025-07-19 10:46:04
934,P-0100,3,3,"P-0100.VI_HI,P-0100.II_HI,P-0100.TI_HI",2025-07-19 12:04:12,2025-07-19 12:12:13
935,P-0100,2,2,"P-0100.II_HI,P-0100.TI_HI",2025-07-19 16:21:02,2025-07-19 16:40:33
936,P-0100,2,2,"P-0100.PDI_HI,P-0100.PI_LO",2025-07-20 08:18:49,2025-07-20 08:40:23
937,P-0100,2,2,"P-0100.TI_HI,P-0100.VI_HI",2025-07-20 09:17:51,2025-07-20 09:45:28
938,P-0100,2,2,"P-0100.VI_HI,P-0100.TI_HI",2025-07-20 11:19:59,2025-07-20 11:24:28
939,P-0100,2,2,"P-0100.TI_HI,P-0100.VI_HI",2025-07-20 12:14:14,2025-07-20 12:39:49
940,P-0100,2,3,"P-0100.VI_HI,P-0100.TI_HI",2025-07-20 13:36:38,2025-07-20 13:41:37
941,P-0100,4,4,"P-0100.PI_HI,P-0100.VI_HI,P-0100.PDI_HI,P-0100.TI_HI",2025-07-20 15:47:23,2025-07-20 16:34:44
942,P-0100,4,4,"P-0100.VI_HI,P-0100.TI_HI,P-0100.PDI_HI,P-0100.II_HI",2025-07-21 05:35:19,2025-07-21 05:56:19
943,P-0100,2,2,"P-0100.SI_LO,P-0100.VI_HI",2025-07-21 09:15:15,2025-07-21 09:26:16
944,P-0100,2,5,"P-0100.VI_HI,P-0100.TI_HI",2025-07-21 10:58:23,2025-07-21 11:30:37
945,P-0100,2,2,"P-0100.TI_HI,P-0100.II_HI",2025-07-21 16:15:33,2025-07-21 16:42:01
946,P-0100,2,2,"P-0100.FI_LO,P-0100.VI_HI",2025-07-22 01:53:38,2025-07-22 02:13:34
947,P-0100,2,2,"P-0100.II_HI,P-0100.VI_HI",2025-07-22 07:56:19,2025-07-22 08:01:18
948,P-0100,3,3,"P-0100.FI_LO,P-0100.VI_HI,P-0100.PDI_HI",2025-07-22 13:24:04,2025-07-22 13:44:23
949,P-0100,2,2,"P-0100.TI_HI,P-0100.II_HI",2025-07-23 05:35:38,2025-07-23 05:51:24
950,P-0100,3,6,"P-0100.TI_HI,P-0100.VI_HI,P-0100.SI_LO",2025-07-23 10:48:10,2025-07-23 11:55:59
951,P-0100,2,2,"P-0100.VI_HI,P-0100.PI_HI",2025-07-23 16:01:11,2025-07-23 16:26:55
952,P-0100,2,3,"P-0100.TI_HI,P-0100.VI_HI",2025-07-23 17:47:13,2025-07-23 18:11:35
953,P-0100,3,3,"P-0100.TI_HI,P-0100.PI_LO,P-0100.VI_HI",2025-07-24 03:19:46,2025-07-24 03:41:40
954,P-0100,2,2,"P-0100.TI_HI,P-0100.VI_HI",2025-07-24 06:14:32,2025-07-24 06:33:15
955,P-0100,2,3,"P-0100.VI_HI,P-0100.TI_HI",2025-07-24 12:33:10,2025-07-24 12:45:28
956,P-0100,2,2,"P-0100.TI_HI,P-0100.PI_LO",2025-07-25 03:04:05,2025-07-25 03:21:31
957,P-0100,2,2,"P-0100.PDI_HI,P-0100.PI_LO",2025-07-25 08:08:48,2025-07-25 08:28:29
958,P-0100,2,2,"P-0100.VI_HI,P-0100.TI_HI",2025-07-25 11:28:13,2025-07-25 11:54:49
959,P-0100,2,2,"P-0100.VI_HI,P-0100.TI_HI",2025-07-25 15:13:22,2025-07-25 15:33:58
960,P-0100,2,2,"P-0100.II_HI,P-0100.VI_HI",2025-07-25 18:49:14,2025-07-25 18:51:23
961,P-0100,2,2,"P-0100.PI_HI,P-0100.PI_LO",2025-07-26 07:16:06,2025-07-26 07:22:54
962,P-0100,2,2,"P-0100.TI_HI,P-0100.VI_HI",2025-07-26 08:24:45,2025-07-26 08:26:40
963,P-0100,2,3,"P-0100.VI_HI,P-0100.TI_HI",2025-07-26 09:58:24,2025-07-26 10:11:10
964,P-0100,2,2,"P-0100.FI_LO,P-0100.PI_LO",2025-07-26 15:30:13,2025-07-26 15:41:34
965,P-0100,2,2,"P-0100.FI_LO,P-0100.TI_HI",2025-07-26 19:51:42,2025-07-26 20:10:26
966,P-0100,3,4,"P-0100.VI_HI,P-0100.TI_HI,P-0100.II_HI",2025-07-27 13:23:06,2025-07-27 13:56:01
967,P-0100,2,2,"P-0100.VI_HI,P-0100.TI_HI",2025-07-27 16:53:30,2025-07-27 17:05:59
968,P-0100,2,2,"P-0100.TI_HI,P-0100.PI_HI",2025-07-28 05:10:08,2025-07-28 05:38:09
969,P-0100,2,2,"P-0100.TI_HI,P-0100.VI_HI",2025-07-28 10:26:33,2025-07-28 10:55:33
970,P-0100,2,3,"P-0100.VI_HI,P-0100.PI_LO",2025-07-28 14:55:39,2025-07-28 15:28:40
971,P-0100,2,2,"P-0100.PI_LO,P-0100.VI_HI",2025-07-28 17:48:36,2025-07-28 18:00:45
972,P-0100,2,3,"P-0100.VI_HI,P-0100.PI_HI",2025-07-29 05:48:08,2025-07-29 06:17:11
973,P-0100,3,3,"P-0100.VI_HI,P-0100.PI_LO,P-0100.FI_LO",2025-07-29 07:46:34,2025-07-29 08:03:49
974,P-0100,3,8,"P-0100.TI_HI,P-0100.VI_HI,P-0100.PI_LO",2025-07-29 11:42:51,2025-07-29 13:50:05
975,P-0100,2,2,"P-0100.VI_HI,P-0100.TI_HI",2025-07-29 15:33:44,2025-07-29 15:53:58
976,P-0100,2,2,"P-0100.TI_HI,P-0100.PDI_HI",2025-07-30 06:27:56,2025-07-30 06:37:35
977,P-0100,2,3,"P-0100.TI_HI,P-0100.SI_LO",2025-07-30 10:00:20,2025-07-30 10:43:07
978,P-0100,2,6,"P-0100.VI_HI,P-0100.TI_HI",2025-07-30 11:21:22,2025-07-30 12:28:20
979,P-0100,2,2,"P-0100.TI_HI,P-0100.PI_LO",2025-07-30 14:45:13,2025-07-30 14:58:32
980,P-0100,2,2,"P-0100.TI_HI,P-0100.II_HI",2025-07-30 16:44:38,2025-07-30 16:52:27
981,P-0100,2,2,"P-0100.VI_HI,P-0100.TI_HI",2025-07-31 06:43:50,2025-07-31 06:45:00
982,P-0100,2,4,"P-0100.TI_HI,P-0100.II_HI",2025-07-31 08:16:24,2025-07-31 08:50:01
983,P-0100,2,2,"P-0100.TI_HI,P-0100.FI_LO",2025-07-31 14:50:33,2025-07-31 15:13:42
984,P-0100,2,2,"P-0100.VI_HI,P-0100.FI_LO",2025-08-01 06:06:32,2025-08-01 06:32:16
985,P-0100,2,3,"P-0100.VI_HI,P-0100.SI_LO",2025-08-01 10:57:20,2025-08-01 11:27:37
986,P-0100,2,2,"P-0100.SI_LO,P-0100.VI_HI",2025-08-01 14:02:15,2025-08-01 14:28:26
987,P-0100,2,2,"P-0100.PI_HI,P-0100.VI_HI",2025-08-01 16:55:27,2025-08-01 17:06:17
988,P-0100,2,3,"P-0100.VI_HI,P-0100.TI_HI",2025-08-01 17:55:35,2025-08-01 18:34:32
989,P-0100,2,2,"P-0100.TI_HI,P-0100.PDI_HI",2025-08-01 20:13:54,2025-08-01 20:29:30
990,P-0100,2,2,"P-0100.VI_HI,P-0100.PI_LO",2025-08-02 02:31:17,2025-08-02 02:34:54
991,P-0100,2,4,"P-0100.VI_HI,P-0100.TI_HI",2025-08-03 11:52:02,2025-08-03 12:57:11
992,P-0100,2,4,"P-0100.TI_HI,P-0100.VI_HI",2025-08-03 13:44:06,2025-08-03 14:52:45
993,P-0100,2,2,"P-0100.VI_HI,P-0100.TI_HI",2025-08-03 15:56:28,2025-08-03 16:03:15
994,P-0100,2,3,"P-0100.PI_HI,P-0100.VI_HI",2025-08-03 16:39:53,2025-08-03 17:26:37
995,P-0100,4,6,"P-0100.SI_LO,P-0100.TI_HI,P-0100.PDI_HI,P-0100.VI_HI",2025-08-04 14:51:40,2025-08-04 16:28:01
996,P-0100,2,2,"P-0100.TI_HI,P-0100.FI_LO",2025-08-04 18:22:53,2025-08-04 18:40:54
997,P-0100,2,3,"P-0100.VI_HI,P-0100.TI_HI",2025-08-05 06:12:17,2025-08-05 06:50:19
998,P-0100,4,4,"P-0100.TI_HI,P-0100.VI_HI,P-0100.II_HI,P-0100.SI_LO",2025-08-05 10:04:43,2025-08-05 10:26:13
999,P-0100,2,2,"P-0100.TI_HI,P-0100.VI_HI",2025-08-05 12:52:28,2025-08-05 13:09:55
1000,P-0100,2,3,"P-0100.VI_HI,P-0100.TI_HI",2025-08-05 14:28:34,2025-08-05 14:48:27
1001,P-0100,2,2,"P-0100.VI_HI,P-0100.FI_LO",2025-08-06 05:22:57,2025-08-06 05:30:57
1002,P-0100,2,2,"P-0100.SI_LO,P-0100.TI_HI",2025-08-06 07:08:02,2025-08-06 07:20:55
