asset_id,alarm_tag,alarm_description,priority,alarm_type,activation_time,ack_time,clear_time,duration_min,operator_id,area,is_test_case
C-301,C-301.PI_LO,Suction pressure low,2,LO,2025-01-20 07:32:42,2025-01-20 07:35:00,2025-01-20 07:42:30,9.8,OP05,Compressor_Building,
P-201,P-201.TI_HI,Motor temperature high,2,HI,2025-01-20 09:37:00,2025-01-20 09:40:14,2025-01-20 09:43:24,6.4,OP03,Pumping_Station_A,
C-301,C-301.VI_HI,Compressor vibration high,1,HI,2025-01-20 10:35:55,2025-01-20 10:36:10,2025-01-20 10:37:47,1.9,OP03,Compressor_Building,
P-201,P-201.VI_HI,Pump vibration high,2,HI,2025-01-20 10:50:15,2025-01-20 10:55:01,2025-01-20 10:54:49,4.6,OP04,Pumping_Station_A,
TK-101,TK-101.LI_LO,Tank level low,4,LO,2025-01-20 11:49:02,2025-01-20 11:52:40,2025-01-20 13:01:32,72.5,OP01,Storage_Tank_Farm,
P-201,P-201.PI_HI,Discharge pressure high,3,HI,2025-01-20 12:29:56,2025-01-20 12:33:15,2025-01-20 12:59:15,29.3,OP02,Pumping_Station_A,
TK-101,TK-101.TI_HI,Tank temperature high,3,HI,2025-01-20 13:32:58,2025-01-20 13:37:03,2025-01-20 13:53:54,20.9,OP05,Storage_Tank_Farm,
P-201,P-201.PI_HI,Discharge pressure high,3,HI,2025-01-20 16:53:04,2025-01-20 16:54:25,2025-01-20 17:17:34,24.5,OP04,Pumping_Station_A,
C-301,C-301.FI_LO,Lube oil flow low,1,LO,2025-01-20 17:16:41,2025-01-20 17:20:35,2025-01-20 17:20:30,3.8,OP05,Compressor_Building,
C-301,C-301.PI_LO,Suction pressure low,2,LO,2025-01-20 18:11:20,2025-01-20 18:11:40,2025-01-20 18:18:50,7.5,OP02,Compressor_Building,
TK-101,TK-101.TI_HI,Tank temperature high,3,HI,2025-01-20 21:33:20,2025-01-20 21:38:01,2025-01-20 22:05:33,32.2,OP02,Storage_Tank_Farm,
P-201,P-201.TI_HI,Motor temperature high,2,HI,2025-01-21 04:49:46,2025-01-21 04:54:28,2025-01-21 04:59:25,9.6,OP01,Pumping_Station_A,
C-301,C-301.PDI_HI,Filter delta-P high,4,HI,2025-01-21 05:22:28,2025-01-21 05:25:10,2025-01-21 05:58:16,35.8,OP04,Compressor_Building,
C-301,C-301.PI_LO,Suction pressure low,2,LO,2025-01-21 07:48:31,2025-01-21 07:50:44,2025-01-21 08:05:03,16.5,OP03,Compressor_Building,
TK-101,TK-101.LI_LO,Tank level low,4,LO,2025-01-21 09:00:12,2025-01-21 09:03:25,2025-01-21 10:11:21,71.2,OP03,Storage_Tank_Farm,
TK-101,TK-101.TI_HI,Tank temperature high,3,HI,2025-01-21 09:44:05,2025-01-21 09:48:03,2025-01-21 10:15:23,31.3,OP03,Storage_Tank_Farm,
TK-101,TK-101.LI_HI,Tank level high,3,HI,2025-01-21 09:50:45,2025-01-21 09:54:40,2025-01-21 09:56:14,5.5,OP02,Storage_Tank_Farm,
TK-101,TK-101.TI_HI,Tank temperature high,3,HI,2025-01-21 10:01:04,2025-01-21 10:02:03,2025-01-21 10:15:36,14.5,OP02,Storage_Tank_Farm,
C-301,C-301.PDI_HI,Filter delta-P high,4,HI,2025-01-21 11:39:51,2025-01-21 11:42:16,2025-01-21 13:08:58,89.1,OP02,Compressor_Building,
C-301,C-301.TI_HI,Discharge temp high,2,HI,2025-01-21 12:22:25,2025-01-21 12:22:41,2025-01-21 12:25:38,3.2,OP01,Compressor_Building,
P-201,P-201.PI_HI,Discharge pressure high,3,HI,2025-01-21 14:42:05,2025-01-21 14:43:31,2025-01-21 15:17:50,35.7,OP03,Pumping_Station_A,
C-301,C-301.VI_HI,Compressor vibration high,1,HI,2025-01-21 16:23:45,2025-01-21 16:27:46,2025-01-21 16:26:42,3.0,OP01,Compressor_Building,
TK-101,TK-101.LI_HI,Tank level high,3,HI,2025-01-21 18:36:52,2025-01-21 18:39:26,2025-01-21 18:59:42,22.8,OP02,Storage_Tank_Farm,
P-201,P-201.VI_HI,Pump vibration high,2,HI,2025-01-22 06:42:40,2025-01-22 06:43:58,2025-01-22 06:53:08,10.5,OP04,Pumping_Station_A,
C-301,C-301.VI_HI,Compressor vibration high,1,HI,2025-01-22 11:05:42,2025-01-22 11:09:41,2025-01-22 11:08:22,2.7,OP03,Compressor_Building,
C-301,C-301.FI_LO,Lube oil flow low,1,LO,2025-01-22 14:04:39,2025-01-22 14:07:47,2025-01-22 14:07:04,2.4,OP02,Compressor_Building,
TK-101,TK-101.TI_HI,Tank temperature high,3,HI,2025-01-22 14:52:10,2025-01-22 14:56:45,2025-01-22 15:19:24,27.2,OP02,Storage_Tank_Farm,
P-201,P-201.VI_HI,Pump vibration high,2,HI,2025-01-22 23:32:27,2025-01-22 23:32:59,2025-01-22 23:39:58,7.5,OP03,Pumping_Station_A,
TK-101,TK-101.LI_LO,Tank level low,4,LO,2025-01-23 10:26:57,2025-01-23 10:28:40,2025-01-23 11:56:25,89.5,OP05,Storage_Tank_Farm,
P-201,P-201.PI_HI,Discharge pressure high,3,HI,2025-01-23 11:04:11,2025-01-23 11:08:49,2025-01-23 11:48:35,44.4,OP05,Pumping_Station_A,
TK-101,TK-101.TI_HI,Tank temperature high,3,HI,2025-01-23 11:53:25,2025-01-23 11:53:52,2025-01-23 12:13:07,19.7,OP02,Storage_Tank_Farm,
C-301,C-301.VI_HI,Compressor vibration high,1,HI,2025-01-23 12:07:43,2025-01-23 12:10:03,2025-01-23 12:11:26,3.7,OP01,Compressor_Building,
P-201,P-201.FI_LO,Discharge flow low,3,LO,2025-01-23 13:35:44,2025-01-23 13:39:39,2025-01-23 14:10:20,34.6,OP02,Pumping_Station_A,
P-201,P-201.PI_HI,Discharge pressure high,3,HI,2025-01-23 15:04:45,2025-01-23 15:05:11,2025-01-23 15:27:40,22.9,OP03,Pumping_Station_A,
C-301,C-301.VI_HI,Compressor vibration high,1,HI,2025-01-23 15:58:42,2025-01-23 16:00:57,2025-01-23 16:02:32,3.8,OP05,Compressor_Building,
P-201,P-201.FI_LO,Discharge flow low,3,LO,2025-01-23 18:27:40,2025-01-23 18:32:12,2025-01-23 18:37:57,10.3,OP01,Pumping_Station_A,
TK-101,TK-101.LI_HI,Tank level high,3,HI,2025-01-23 18:32:34,2025-01-23 18:33:47,2025-01-23 19:08:11,35.6,OP01,Storage_Tank_Farm,
P-201,P-201.FI_LO,Discharge flow low,3,LO,2025-01-23 20:07:14,2025-01-23 20:09:33,2025-01-23 20:26:24,19.2,OP04,Pumping_Station_A,
TK-101,TK-101.LI_LO,Tank level low,4,LO,2025-01-24 04:10:55,2025-01-24 04:14:38,2025-01-24 04:59:33,48.6,OP03,Storage_Tank_Farm,
TK-101,TK-101.LI_HI,Tank level high,3,HI,2025-01-24 05:33:05,2025-01-24 05:33:33,2025-01-24 06:03:40,30.6,OP02,Storage_Tank_Farm,
C-301,C-301.PDI_HI,Filter delta-P high,4,HI,2025-01-24 07:24:09,2025-01-24 07:24:37,2025-01-24 08:28:16,64.1,OP03,Compressor_Building,
TK-101,TK-101.PI_HI,Tank pressure high,2,HI,2025-01-24 09:34:29,2025-01-24 09:36:21,2025-01-24 09:43:18,8.8,OP02,Storage_Tank_Farm,
C-301,C-301.TI_HI,Discharge temp high,2,HI,2025-01-24 11:34:39,2025-01-24 11:39:05,2025-01-24 11:39:56,5.3,OP01,Compressor_Building,
C-301,C-301.PDI_HI,Filter delta-P high,4,HI,2025-01-24 11:49:53,2025-01-24 11:51:47,2025-01-24 12:23:02,33.1,OP04,Compressor_Building,
TK-101,TK-101.TI_HI,Tank temperature high,3,HI,2025-01-24 12:34:19,2025-01-24 12:35:05,2025-01-24 12:55:25,21.1,OP03,Storage_Tank_Farm,
C-301,C-301.PDI_HI,Filter delta-P high,4,HI,2025-01-24 14:15:55,2025-01-24 14:17:06,2025-01-24 15:49:19,93.4,OP03,Compressor_Building,
C-301,C-301.TI_HI,Discharge temp high,2,HI,2025-01-24 21:51:00,2025-01-24 21:55:25,2025-01-24 22:08:37,17.6,OP01,Compressor_Building,
TK-101,TK-101.LI_HI,Tank level high,3,HI,2025-01-24 21:57:13,2025-01-24 21:59:37,2025-01-24 22:38:09,40.9,OP03,Storage_Tank_Farm,
C-301,C-301.FI_LO,Lube oil flow low,1,LO,2025-01-24 22:16:17,2025-01-24 22:18:03,2025-01-24 22:17:55,1.6,OP05,Compressor_Building,
C-301,C-301.VI_HI,Compressor vibration high,1,HI,2025-01-24 22:36:54,2025-01-24 22:40:14,2025-01-24 22:40:53,4.0,OP02,Compressor_Building,
TK-101,TK-101.LI_LO,Tank level low,4,LO,2025-01-24 23:24:17,2025-01-24 23:25:41,2025-01-25 00:00:21,36.1,OP01,Storage_Tank_Farm,
C-301,C-301.VI_HI,Compressor vibration high,1,HI,2025-01-24 23:44:18,2025-01-24 23:44:56,2025-01-24 23:48:40,4.4,OP04,Compressor_Building,
C-301,C-301.VI_HI,Compressor vibration high,1,HI,2025-01-25 04:31:03,2025-01-25 04:35:27,2025-01-25 04:33:39,2.6,OP05,Compressor_Building,
P-201,P-201.TI_HI,Motor temperature high,2,HI,2025-01-25 06:40:11,2025-01-25 06:44:31,2025-01-25 06:48:08,7.9,OP03,Pumping_Station_A,
TK-101,TK-101.PI_HI,Tank pressure high,2,HI,2025-01-25 07:16:03,2025-01-25 07:18:32,2025-01-25 07:22:00,6.0,OP04,Storage_Tank_Farm,
P-201,P-201.FI_LO,Discharge flow low,3,LO,2025-01-25 09:08:06,2025-01-25 09:09:39,2025-01-25 09:33:44,25.6,OP01,Pumping_Station_A,
C-301,C-301.TI_HI,Discharge temp high,2,HI,2025-01-25 12:00:21,2025-01-25 12:03:14,2025-01-25 12:13:45,13.4,OP04,Compressor_Building,
TK-101,TK-101.LI_HI,Tank level high,3,HI,2025-01-25 16:19:21,2025-01-25 16:21:53,2025-01-25 16:50:11,30.8,OP04,Storage_Tank_Farm,
P-201,P-201.PI_HI,Discharge pressure high,3,HI,2025-01-25 16:20:47,2025-01-25 16:23:55,2025-01-25 16:32:45,12.0,OP02,Pumping_Station_A,
TK-101,TK-101.TI_HI,Tank temperature high,3,HI,2025-01-25 23:27:32,2025-01-25 23:30:04,2025-01-26 00:20:30,53.0,OP01,Storage_Tank_Farm,
TK-101,TK-101.TI_HI,Tank temperature high,3,HI,2025-01-26 09:18:51,2025-01-26 09:22:25,2025-01-26 09:26:16,7.4,OP05,Storage_Tank_Farm,
TK-101,TK-101.PI_HI,Tank pressure high,2,HI,2025-01-26 10:19:27,2025-01-26 10:20:56,2025-01-26 10:26:48,7.4,OP05,Storage_Tank_Farm,
C-301,C-301.VI_HI,Compressor vibration high,1,HI,2025-01-26 13:48:12,2025-01-26 13:52:52,2025-01-26 13:51:06,2.9,OP01,Compressor_Building,
TK-101,TK-101.PI_HI,Tank pressure high,2,HI,2025-01-26 14:55:04,2025-01-26 15:00:00,2025-01-26 15:06:10,11.1,OP05,Storage_Tank_Farm,
P-201,P-201.FI_LO,Discharge flow low,3,LO,2025-01-26 18:02:59,2025-01-26 18:07:49,2025-01-26 18:18:18,15.3,OP02,Pumping_Station_A,
C-301,C-301.TI_HI,Discharge temp high,2,HI,2025-01-26 19:32:07,2025-01-26 19:36:40,2025-01-26 19:40:25,8.3,OP02,Compressor_Building,
TK-101,TK-101.LI_LO,Tank level low,4,LO,2025-01-26 20:02:57,2025-01-26 20:07:33,2025-01-26 20:53:30,50.5,OP01,Storage_Tank_Farm,
C-301,C-301.PI_LO,Suction pressure low,2,LO,2025-01-26 21:13:25,2025-01-26 21:16:23,2025-01-26 21:22:30,9.1,OP02,Compressor_Building,
TK-101,TK-101.PI_HI,Tank pressure high,2,HI,2025-01-26 23:20:29,2025-01-26 23:23:49,2025-01-26 23:29:46,9.3,OP01,Storage_Tank_Farm,
C-301,C-301.PDI_HI,Filter delta-P high,4,HI,2025-01-26 23:27:25,2025-01-26 23:28:50,2025-01-27 00:02:22,34.9,OP02,Compressor_Building,
TK-101,TK-101.PI_HI,Tank pressure high,2,HI,2025-01-27 00:13:06,2025-01-27 00:17:32,2025-01-27 00:26:48,13.7,OP01,Storage_Tank_Farm,
P-201,P-201.PI_HI,Discharge pressure high,3,HI,2025-01-27 07:26:57,2025-01-27 07:28:55,2025-01-27 07:53:11,26.2,OP05,Pumping_Station_A,
C-301,C-301.PDI_HI,Filter delta-P high,4,HI,2025-01-27 12:49:00,2025-01-27 12:51:17,2025-01-27 13:14:05,25.1,OP02,Compressor_Building,
TK-101,TK-101.TI_HI,Tank temperature high,3,HI,2025-01-27 15:55:57,2025-01-27 15:59:15,2025-01-27 16:17:51,21.9,OP05,Storage_Tank_Farm,
TK-101,TK-101.LI_HI,Tank level high,3,HI,2025-01-27 17:07:26,2025-01-27 17:10:18,2025-01-27 17:33:10,25.7,OP02,Storage_Tank_Farm,
TK-101,TK-101.LI_HI,Tank level high,3,HI,2025-01-27 20:34:02,2025-01-27 20:34:53,2025-01-27 21:03:41,29.6,OP05,Storage_Tank_Farm,
P-201,P-201.VI_HI,Pump vibration high,2,HI,2025-01-27 23:49:24,2025-01-27 23:53:45,2025-01-27 23:59:30,10.1,OP04,Pumping_Station_A,
TK-101,TK-101.TI_HI,Tank temperature high,3,HI,2025-01-28 03:21:40,2025-01-28 03:22:04,2025-01-28 04:08:02,46.4,OP03,Storage_Tank_Farm,
C-301,C-301.VI_HI,Compressor vibration high,1,HI,2025-01-28 09:14:35,2025-01-28 09:18:26,2025-01-28 09:17:42,3.1,OP05,Compressor_Building,
C-301,C-301.TI_HI,Discharge temp high,2,HI,2025-01-28 10:04:56,2025-01-28 10:06:23,2025-01-28 10:14:44,9.8,OP05,Compressor_Building,
C-301,C-301.PDI_HI,Filter delta-P high,4,HI,2025-01-28 10:44:52,2025-01-28 10:47:43,2025-01-28 12:09:51,85.0,OP03,Compressor_Building,
TK-101,TK-101.LI_LO,Tank level low,4,LO,2025-01-28 12:22:22,2025-01-28 12:24:41,2025-01-28 13:24:39,62.3,OP03,Storage_Tank_Farm,
C-301,C-301.TI_HI,Discharge temp high,2,HI,2025-01-28 12:56:48,2025-01-28 13:00:36,2025-01-28 13:08:29,11.7,OP02,Compressor_Building,
C-301,C-301.TI_HI,Discharge temp high,2,HI,2025-01-28 15:46:36,2025-01-28 15:49:35,2025-01-28 15:56:43,10.1,OP01,Compressor_Building,
P-201,P-201.VI_HI,Pump vibration high,2,HI,2025-01-28 20:11:46,2025-01-28 20:13:35,2025-01-28 20:22:51,11.1,OP02,Pumping_Station_A,
C-301,C-301.PI_LO,Suction pressure low,2,LO,2025-01-28 21:25:39,2025-01-28 21:26:07,2025-01-28 21:32:44,7.1,OP04,Compressor_Building,
P-201,P-201.PI_HI,Discharge pressure high,3,HI,2025-01-28 22:31:45,2025-01-28 22:34:14,2025-01-28 22:44:47,13.0,OP03,Pumping_Station_A,
TK-101,TK-101.TI_HI,Tank temperature high,3,HI,2025-01-29 08:39:20,2025-01-29 08:43:16,2025-01-29 09:16:08,36.8,OP04,Storage_Tank_Farm,
TK-101,TK-101.LI_HI,Tank level high,3,HI,2025-01-29 09:14:46,2025-01-29 09:15:59,2025-01-29 09:43:25,28.7,OP05,Storage_Tank_Farm,
P-201,P-201.TI_HI,Motor temperature high,2,HI,2025-01-29 12:04:21,2025-01-29 12:09:17,2025-01-29 12:19:14,14.9,OP03,Pumping_Station_A,
TK-101,TK-101.LI_HI,Tank level high,3,HI,2025-01-29 13:23:47,2025-01-29 13:25:51,2025-01-29 13:58:17,34.5,OP05,Storage_Tank_Farm,
P-201,P-201.VI_HI,Pump vibration high,2,HI,2025-01-29 18:16:48,2025-01-29 18:20:59,2025-01-29 18:28:04,11.3,OP03,Pumping_Station_A,
C-301,C-301.PI_LO,Suction pressure low,2,LO,2025-01-29 18:16:51,2025-01-29 18:21:06,2025-01-29 18:21:52,5.0,OP04,Compressor_Building,
C-301,C-301.PDI_HI,Filter delta-P high,4,HI,2025-01-29 18:25:41,2025-01-29 18:30:31,2025-01-29 18:44:18,18.6,OP03,Compressor_Building,
P-201,P-201.TI_HI,Motor temperature high,2,HI,2025-01-30 02:58:24,2025-01-30 03:01:17,2025-01-30 03:11:12,12.8,OP01,Pumping_Station_A,
P-201,P-201.VI_HI,Pump vibration high,2,HI,2025-01-30 10:37:38,2025-01-30 10:38:59,2025-01-30 10:46:11,8.5,OP01,Pumping_Station_A,
C-301,C-301.VI_HI,Compressor vibration high,1,HI,2025-01-30 11:50:01,2025-01-30 11:52:37,2025-01-30 11:53:47,3.8,OP04,Compressor_Building,
P-201,P-201.TI_HI,Motor temperature high,2,HI,2025-01-30 12:55:30,2025-01-30 12:59:45,2025-01-30 13:01:56,6.4,OP03,Pumping_Station_A,
C-301,C-301.TI_HI,Discharge temp high,2,HI,2025-01-30 16:39:09,2025-01-30 16:41:41,2025-01-30 16:45:29,6.3,OP01,Compressor_Building,
C-301,C-301.PI_LO,Suction pressure low,2,LO,2025-01-30 16:56:41,2025-01-30 17:00:57,2025-01-30 17:04:48,8.1,OP01,Compressor_Building,
C-301,C-301.VI_HI,Compressor vibration high,1,HI,2025-01-30 19:01:08,2025-01-30 19:05:33,2025-01-30 19:04:09,3.0,OP03,Compressor_Building,
P-201,P-201.PI_HI,Discharge pressure high,3,HI,2025-01-30 21:19:46,2025-01-30 21:20:33,2025-01-30 21:54:01,34.2,OP03,Pumping_Station_A,
